id, name, fullAddress, priceRange, zipCode
18267,Dos Amigos,"7375 Boston Blvd, Springfield, VA, 22153",$,22153
18268,Wing Zone (Fairfax),"4400 Rivanna River Way, Fairfax, VA, 22030",$,22030
18269,Release The Craycken,"4231 Markham St, Annandale, VA, 22003",$$,22003
18270,Sushi &amp; nori,"7664 Fullerton Road, Mount Vernon, VA, 22153",,22153
18271,Pho golden xpress,"14408 Jefferson Davis highway, Woodbridge, VA, 22191",,22191
18272,Duck Chang's,"4427 John Marr Dr, Annandale, VA, 22003",$,22003
18273,MangoLina,"6500, Springfield, VA, 22150",,22150
18274,The Wing Bar (5860 Mapledale Plaza),"5860 Mapledale Plaza, Woodbridge, VA, 22193",$,22193
18275,Wingman Co. (5860 Mapledale Plaza),"5860 Mapledale Plaza, Woodbridge, VA, 22193",$,22193
18276,Hootie's Bait &amp; Tackle (2630 Prince William Pkwy),"2630 Prince William Pkwy, Woodbridge, VA, 22192",$$,22192
18277,The Nacho Dispensary (9360 Main St),"9360 Main St, Manassas, VA, 20110",$,20110
18278,Hooters (Potomac Mills),"2630 Prince William Pkwy, Woodbridge, VA, 22192",$$,22192
18279,Justa's Chicken (Woodbridge),"2870 Garber Way, Woodbridge, VA, 22192",$,22192
18280,California Tortilla (3934 Fettler Park Drive),"3934 Fettler Park Drive, Dumfries, VA, 22025",$,22025
18281,Rice Pot Asian Cuisine (Annandale),"4709 Backlick Rd, Annandale, VA, 22003",$,22003
18282,Savage Burrito (Woodbridge),"14900 Potomac Town Place ste. 150, Woodbridge, VA, 22191",$,22191
18283,Honey Baked Ham (6200 Franconia Rd.),"6200 Franconia Rd., Alexandria, VA, 22310",$,22310
18284,Ruby Tuesday (12721 Marblestone Drive),"12721 Marblestone Dr, Woodbridge, VA, 22192",$,22192
18285,La Brasa Chicken,"7738 Gunston Plz, Lorton, VA, 22079",$,22079
18286,ProFlowers (8519 YORKSHIRE LN),"8519 Yorkshire Lane, Coles, VA, 20111",$$,20111
18287,La Flor de Puebla Bakery Cafe,"10460 Dumfries Rd, Manassas, VA, 20110",,20110
18288,Lebanese Bistro,"9522, Burke, VA, 22015",$$,22015
18289,Ricos Tacos Moya Restaurant 3,"8685 Richmond Highway, Mount Vernon, VA, 22309",,22309
18290,Uncle Julio's Rio Grande Cafe (Woodbridge),"14900 Potomac Town Place ste. 150, Woodbridge, VA, 22191",$,22191
18291,Delicioso Annandale,"7863 Heritage Dr, Annandale, VA, 22003",$,22003
18292,Pho Golden 5 Stars,"6121 Backlick Road, Springfield, VA, 22150",,22150
18293,Taco Rock (Alexandria),"6550 Little River Turnpike, Alexandria, VA, 22312",,22312
18294,Little Taipei,"1968 Daniel Stuart Square, Woodbridge, VA, 22191",$,22191
18295,Zandra's Taqueria (Manassas),"9114 Center St, Manassas, VA, 20110",,20110
18296,Paisano's Pizza (9429 Lorton Market Street),"9429, Lorton, VA, 22079",$,22079
18297,Bonchon Chicken (14563 Potomac Mills Rd),"14563 Potomac Mills Rd, Woodbridge, VA, 22192",$$,22192
18298,Nando's Peri-Peri (15001 Potomac Town Place #150),"15001 Potomac Town Pl, Woodbridge, VA, 22191",$$$,22191
18299,Boardwalk Fresh Burgers Fries,"7015 Manchester Blvd, Franconia, VA, 22310",$,22310
18300,"Papa Johns (1979 Daniel Stuart Square, Unit #31)","1979 Daniel Stuart Square, Woodbridge, VA, 22191",$,22191
18301,El Paso Mexican Restaurant (Woodbridge),"3031 Golansky Blvd, Woodbridge, VA, 22192",$$,22192
18302,Saigon City Restaurant,"6333 Brandon Ave, Springfield, VA, 22150",$,22150
18303,POKEREA,"2700 Potomac Mills Cir, Woodbridge, VA, 22192",$,22192
18304,Peri Peri Original (Alexandria),"6456 Old Beulah St, Alexandria, VA, 22315",$$,22315
18305,Sophia's Deli,"6354 Walker Ln, Alexandria, VA, 22310",$,22310
18306,El Molcajete Moya,"13670 Jefferson Davis Highway, Marumsco, VA, 22191",,22191
18307,sweetFrog (10077 Market Circle),"10077 Market Circle, Manassas, VA, 20110",$,20110
18308,Kabob Zone,"1403 Old Bridge Rd, Woodbridge, USA, Occoquan, VA, 22192",$$,22192
18309,Kokee Tea (Springfield Town Center),"6713 Springfield Boulevard, Lee, VA, 22150",$,22150
18310,La Mexicana Taqueria (Alexandria),"2907 Arlington Dr, Alexandria, VA, 22306",,22306
18311,Anita's New Mexico Style Mexican Food (Burke),"9278 Old Keene Mill Rd, Burke, VA, 22015",$,22015
18312,Krispy Kreme (9870 Liberia Ave),"9870 Liberia Ave, Manassas, VA, 20110",$,20110
18313,Taco Bamba (Springfield),"6691 Backlick Road, Springfield, VA, 22150",$,22150
18314,Java Loco (Alexandria),"7696 Richmond Highway, Lee, VA, 22306",,22306
18315,Hunan Taste (Springfield),"8088 Rolling Rd, Springfield, VA, 22153",$,22153
18316,Mobil (2495 Prince William Parkway),"2495 Prince William Parkway, Woodbridge, VA, 22192",$,22192
18317,7-Eleven (9804 GUNSTON RD),"9804 GUNSTON RD, Lorton, VA, 22079",$,22079
18318,Della J's Delectables,"6558 Backlick Rd, Springfield, VA, 22150",$$,22150
18319,Famous Dave's (2430 Prince William),"2430 Prince William Parkway, Woodbridge, VA, 22192",$$,22192
18320,Panera (2400 Prince William Parkway),"2400 Prince William Parkway, Occoquan, VA, 22192",$,22192
18321,Chick-fil-A  (2425 Prince William Pkwy),"2425 Prince William Pkwy, Woodbridge, VA, 22192",$,22192
18322,Chipotle Mexican Grill (2457 Prince William Pkwy),"2457 Prince William Pkwy, Woodbridge, VA, 22192",$,22192
18323,Cold Stone (2449 Prince William Pkwy),"2449 Prince William Pkwy, Woodbridge, VA, 22192",$,22192
18324,Bed Bath &amp; Beyond (14101 Crossing Place),"14101 Crossing Place, Woodbridge, VA, 22192",$,22192
18325,Safeway Express (2205 Old Bridge Rd),"2205 Old Bridge Rd, Woodbridge, VA, 22192",$,22192
18326,CVS (13600 JEFFERSON DAVIS HIGHWAY),"13600 JEFFERSON DAVIS HIGHWAY, WOODBRIDGE, VA, 22191",$,22191
18327,Walgreens (14095 JEFFERSON DAVIS HWY),"14095 JEFFERSON DAVIS HWY, WOODBRIDGE, VA, 22191",$,22191
18328,El Establo Bar &amp; Grill Restaurant,"7911 Centreville Road, Yorkshire, VA, 20111",,20111
18329,"Conviction Chicken and Wings (119 - Springfield, VA)","6751-B FRONTIER DR, Springfield, VA, 22150",$,22150
18330,Super Mega Dilla (3914 Fettler Park Drive),"3914 Fettler Park Drive, DUMFRIES, VA, 22025-1997",,22025-1997
18331,"Apps All Around (119 - Springfield, VA)","6751-B Frontier Dr, Springfield, VA, 22150",$,22150
18332,KFC (10036 Dumfries Rd),"10036 Dumfries Rd, Manassas, VA, 20110",$,20110
18333,Wings Out (Springfield),"6655 Spring Mall Road, Lee, VA, 22150",$$,22150
18334,Smokey Bones (Woodbridge),"2601 Prince William Parkway, Woodbridge, VA, 22192",$$,22192
18335,Sheetz - 3300 Noble Pond Way (681),"3300 Noble Pond Way, Woodbridge, VA, 22193",$,22193
18336,Wendy's  (2410 Prince William Parkway),"2410 Prince William Parkway, Woodbridge, VA, 22192",$,22192
18337,Applebee's (Woodbridge),"13850 Noblewood Plaza, Woodbridge, VA, 22193",$$,22193
18338,"TGI Friday's (119 - Springfield, VA)","6751 Frontier Dr, Springfield, VA, 22150",$$,22150
18339,Popeyes (13860 Smoketown Rd),"13860 Smoketown Rd, Woodbridge, VA, 22192",$,22192
18340,Pizza Hut (14438 Jefferson Davis Hwy),"14438 Jefferson Davis Hwy, Woodbridge, VA, 22191",$,22191
18341,Wawa 661 (13355 Minnieville Rd.),"13355 Minnieville Rd., Woodbridge, VA, 22192",$,22192
18342,Taco Bell (1921 Daniel Stuart Sq),"1921 Daniel Stuart Sq, Woodbridge, VA, 22191",$,22191
18343,7-Eleven (1701 Featherstone Rd),"1701 Featherstone Rd, Woodbridge, VA, 22191",$,22191
18344,Kokee Kitchen,"6758, Springfield, VA, 22150",$,22150
18345,Starbucks (8971G Ox Rd),"8971G Ox Rd, Lorton, VA, 22079",$,22079
18346,Fresh Set 585 (9665 Liberia Ave),"9665 Liberia Ave, Manassas, VA, 20111",$,20111
18347,I Heart Salads - Alexandria,"7001 Manchester Blvd, Alexandria, VA, 22310",$,22310
18348,MrBeast Burger (6525 Frontier Drive),"6525 Frontier Drive, Springfield, VA, 22150",$,22150
18349,Arby's (9874 Liberia Ave),"9874 Liberia Ave, Manassas, VA, 20110",$,20110
18350,Subway (9000 Lorton Station Blvd Ste R),"9000, Lorton, VA, 22079",$,22079
18351,Chicano Grill ,"1306 Horner Rd, Woodbridge, VA, 22191",$,22191
18352,Wild Burger (557),"7732 Richmond Hwy Ste F, Alexandria, VA, 22306",$$,22306
18353,Thrilled Cheese (3914 Fettler Park Drive),"3914 Fettler Park Drive, DUMFRIES, VA, 22025-1997",,22025-1997
18354,"bb.q Chicken Potomac, VA",,$,
18355,MrBeast Burger (7879 Heneska Loop),"7879 Heneska Loop, Alexandria, VA, 22315",$$,22315
18356,Chicken Palace,"6030 Burke Commons Rd, Springfield, VA, 22015",$$,22015
18357,Super Mega Dilla (7694 Richmond Hwy),"7694 Richmond Hwy, ALEXANDRIA, VA, 22306-2843",,22306-2843
18358,Starbucks (Cheshire Station S/C),"4471 Cheshire Station Plaza, Dale City, VA, 22193",$,22193
18359,Panda Express (9685 Liberia Ave.),"9685 Liberia Ave., Manassas, VA, 20111",$,20111
18360,buybuy BABY (6398 Springfield Plaza),"6398, Springfield, VA, 22150",$,22150
18361,IHOP (12901 Galveston Court),"12901 Galveston Court, Manassas, VA, 20112",$$,20112
18362,McDonald's® (1480 OLD BRIDGE RD),"1480 OLD BRIDGE RD, WOODBRIDGE, VA, 22192",$,22192
18363,Chicken Sammy's 585 (9665 Liberia Ave),"9665 Liberia Ave, Manassas, VA, 20111",$,20111
18364,Tropical Smoothie Cafe (2966 Prince William Parkway),"2966 Prince William Parkway, Woodbridge, VA, 22192",$,22192
18365,It's Just Wings (6601 Richmond Highway),"6601 Richmond Highway, Alexandria, VA, 22306",$$,22306
18366,Pizza Hut (7013-H Manchester Blvd.),"7013-H Manchester Blvd., Alexandria, VA, 22310",$,22310
18367,Wendy's  (7530 Little River Tpke),"7530 Little River Tpke, Annandale, VA, 22003",$,22003
18368,Taco Bell (7450 Little River Turnpike),"7450 Little River Tpke, Annandale, VA, 22003",$,22003
18369,McDonald's® (7909 ROLLING RD),"7909 ROLLING RD, SPRINGFIELD, VA, 22153",$,22153
18370,Willie T's ,"2911 District Ave, Fairfax, VA, 22031",$,22031
18371,Ann's Lobster Rolls,"3349 Jefferson Davis Highway, Stafford, VA, 22554",$,22554
18372,Savio’s Restaurant,"516 S Van Dorn St, Alexandria, VA, 22312",$$,22312
18373,Popeye's (6500 Springfield Mall),"6500, Springfield, VA, 22150",$,22150
18374,McDonald's® (14591 JEFFERSON DAVIS HWY),"14591 JEFFERSON DAVIS HWY, WOODBRIDGE, VA, 22191",$,22191
18375,We Want Wings (Lorton),"9459 Lorton Market St, Lorton, USA, Mount Vernon, VA, 22079",$,22079
18376,"Apps All Around (453 - Hybla Valley Alexandria), VA)","6640 Richmond Highway, Alexandria, VA, 22306",$,22306
18377,Sarku Japan #139 Springfield,"6743, Springfield, VA, 22150",$,22150
18378,"Papa Johns (5860 Kingstowne Center, Suite #140)","5860 Kingstowne Center, Alexandria, VA, 22315",$$,22315
18379,The Spot on Mill Street,"406 Mill St, Occoquan Historic District, VA, 22125",$,22125
18380,Le Cake Boutique,"15101 Potomac Town Pl Ste 105, Woodbridge, VA, 22191",,22191
18381,Popeyes (14400 Jefferson Davis Hwy),"14400 Jefferson Davis Hwy, Woodbridge, VA, 22191",$,22191
18382,America's Best Wings (7696 Richmond Hwy C),"7696 Richmond Highway, Alexandria, VA, 22306",$,22306
18383,Varino's Pasta - Alexandria,"7001 Manchester Blvd, Alexandria, USA, Lee, VA, 22310",$,22310
18384,Varino's Pasta - Fairfax,"10160, Fairfax, VA, 22030",$,22030
18385,Two Brothers Chicken,"14845 Build America Dr, Woodbridge, VA, 22191",$,22191
18386,Bob Evans 282 (14490 Smoketown Road),"14490 Smoketown Road, Woodbridge, VA, 22192",$$,22192
18387,Glory Days Grill (Lorton),"9459 Lorton Market St, Lorton, USA, Mount Vernon, VA, 22079",,22079
18388,Mezeh Mediterranean Grill (Old Keene Mill),"8406 Old Keene Mill Rd, West Springfield, VA, 22152",$,22152
18389,7-Eleven (1445 OLD BRIDGE RD),"1445 OLD BRIDGE RD, Woodbridge, VA, 22192",$,22192
18390,Tropical Smoothie Cafe (2701 Neabsco Common Place Unit #128),"2701 Neabsco Common Place, Woodbridge, VA, 22191",$,22191
18391,7-Eleven (12520 GORDON BLVD),"12520 GORDON BLVD, Woodbridge, VA, 22192",$,22192
18392,Wendy's  (1470 Old Bridge Rd),"1470 Old Bridge Rd, Woodbridge, VA, 22192",$,22192
18393,Panera (5578 Vincent Gate Terrace),"5578 Vincent Gate Terrace, Alexandria, VA, 22312",$,22312
18394,Taco Bell (9402 Old Burke Lake Rd.),"9402 Old, Burke, VA, 22015",$,22015
18395,Niralla Restaurant,"7038 Spring Garden Dr, Springfield, VA, 22150",$$,22150
18396,The Ice Cream Shop,"7706 D Backlick Road, Springfield, VA, 22150",$,22150
18397,Donatos Pizza (9665 Liberia Ave),"9665 Liberia Ave, Manassas, VA, 20111",$,20111
18398,Osteria Marzano,"6361 Walker Ln, Alexandria, VA, 22310",$$,22310
18399,Five Guys VA-0667 5761 Burke Centre Pkwy,"5761, Burke, VA, 22015",$,22015
18400,Bozzelli's (Newington),"8091 Alban Rd, Springfield, VA, 22150",$,22150
18401,Baja Fresh,"3011 Nutley St SW, Fairfax, VA, 22031",$,22031
18402,Starbucks (S. Van Dorn and Pickett),"5782 Dow Ave, Alexandria, VA, 22304",$,22304
18403,Julienne's Macarons,"2700 Potomac Mills Circle, Occoquan, VA, 22192",,22192
18404,Smoothie King (10048 Market Circle),"10048 Market Circle, Manassas, VA, 20110",$$,20110
18405,Starbucks (Dumfries),"4380 Fortuna Center Plaza, Dumfries, VA, 22025",$,22025
18406,7-Eleven (14517 JEFFERSON DAVIS HWY),"14517 JEFFERSON DAVIS HWY, Woodbridge, VA, 22191",$,22191
18407,IHOP (7784 Gunston Plaza Drive),"7784 Gunston Plaza Dr, Lorton, VA, 22079",$,22079
18408,What's up Pizza,"3850 Old Lee Highway, Fairfax, VA, 22030",$,22030
18409,Zaytoon Wings ,"4290 Chain Bridge Rd Ste 101, Fairfax, VA, 22030",$,22030
18410,Papa Johns (10097 Market Circle Drive #2),"10097 Market Circle Drive #2, Manassas, VA, 20110",$,20110
18411,Five Guys VA-0175 8971 Ox Rd,"8971 Ox Rd., (Rt123), Suite 240, Lorton, VA, 22079",$,22079
18412,Subway (2700 Potomac Mills Cir # 625),"2700 Potomac Mills Cir # 625, Woodbridge, VA, 22192",$,22192
18413,Sheetz - 4021 Prince William Pkwy (244),"4021 Prince William Pkwy, Woodbridge, VA, 22193",$,22193
18414,Popeyes (2700 Potomac Mills Circle),"2700 Potomac Mills Circle, Woodbridge, VA, 22192",$,22192
18415,"Conviction Chicken and Wings (293 - Potomac Mills, VA)","13237 Worth Ave, Woodbridge, VA, 22192",$,22192
18416,Burger King (2700 Potomac Circle),"2700 Potomac Circle, Woodbridge, VA, 22192",$,22192
18417,"TGI Friday's (293 - Potomac Mills, VA)","13237 Worth Ave, Woodbridge, VA, 22192",$$,22192
18418,IHOP (3914 Fettler Park Drive),"3914 Fettler Park Dr, Dumfries, VA, 22025",$$,22025
18419,Roy Rogers - Manchester Lakes ,"7013-F Manchester Lakes Blvd., Franconia, VA, 22310",$$,22310
18420,Panda Express (7040 Old Keene Mill Rd),"7040 Old Keene Mill Rd, Springfield, VA, 22150",$,22150
18421,Duck Donuts (10694 Fairfax Blvd),"10694, Fairfax, VA, 22030",$,22030
18422,McDonald's® (12730 HARBOR DR),"12730 HARBOR DR, LAKE RIDGE, VA, 22192",$,22192
18423,Subway (8086 Rolling Rd Sp 16 Saratoga Shopping Ctr),"8086 Rolling Rd Sp 16 Saratoga Shopping Ctr, Springfield, VA, 22153",$,22153
18424,Pizza Hut (4306 Dale Boulevard),"4306 Dale Boulevard, Dale City, VA, 22193",$,22193
18425,Super Mega Dilla (6206 Interparcel Road),"6206 Interparcel Road, KINGSTOWNE, VA, 22315-3223",,22315-3223
18426,Five Guys VA-0133 4226 Fortuna Center Plaza,"4226 Fortuna Center Plaza, Dumfries, VA, 22026",$,22026
18427,Wendy's  (14493 Gideon Dr),"14493 Gideon Dr, Woodbridge, VA, 22192",$,22192
18428,Taco Bell (13880 Shoppers Best Way),"13880 Shoppers Best Way, Woodbridge, VA, 22192",$,22192
18429,Wendy's  (8101 Loisdale Rd),"8101 Loisdale Rd, Springfield, VA, 22079",$,22079
18430,Burger King (8232 Gunston Corner Ln),"8232 Gunston Corner Ln, Lorton, VA, 22079",$,22079
18431,Dunkin' (2201 Old Bridge Rd),"2201 Old Bridge Rd, Lake Ridge, VA, 22192",$,22192
18432,7-Eleven (12417 Cape Cod Court),"12417 Cape Cod Court, Lake Ridge, VA, 22192",$,22192
18433,Papa Johns (9013 Silverbrook Road),"9013 Silverbrook Road, Fairfax Station, VA, 22039",$$,22039
18434,Chili's (6250 Inter Parcel Rd.),"6250 Inter Parcel Rd., Alexandria, VA, 22315",$$,22315
18435,Popeyes (6230-T Rolling Road),"6230 Rolling Rd, West Springfield, VA, 22152",$$,22152
18436,CVS (2200 TACKETTS MILL),"2200 TACKETTS MILL, WOODBRIDGE, VA, 22192",$,22192
18437,The Ice Cream Shop,"8912 Village Shop Dr, Fairfax Station, VA, 22039",$,22039
18438,7-Eleven (13304 OCCOQUAN RD),"13304 OCCOQUAN RD, Woodbridge, VA, 22191",$,22191
18439,Subway (275 South Van Dorn St),"275 South Van Dorn St, Alexandria, VA, 22304",$,22304
18440,KFC  (5890 Kingstowne Center),"5890 Kingstowne Center, Alexandria, VA, 22315",$,22315
18441,Starbucks (532 King Street),"532 King Street, Alexandria, VA, 22314",$,22314
18442,ProFlowers (9015 CHURCH ST),"9015 CHURCH ST, MANASSAS, VA, 20110",$$,20110
18443,"CAVA (5965 Kingstowne Center, Suite 100)","5965 Kingstowne Center, Alexandria, VA, 22315",$,22315
18444,ProFlowers (9596 OLD KEENE MILLE RD),"9596 Old Keene Mill Road, Springfield, VA, 22015",$$,22015
18445,Dunkin' (2400 Holland Rd),"2400 Holland Rd, Suffolk, VA, 23434",$,23434
18446,Subway (11403 Windsor Blvd Unit A),"11403, Windsor, VA, 23487",$,23487
18447,7-Eleven (2317 HOLLAND RD),"2317 HOLLAND RD, Suffolk, VA, 23434",$,23434
18448,7-Eleven (6020 Godwin Blvd),"6020 Godwin Blvd, Suffolk, VA, 23432",$,23432
18449,Costa del Sol,"11409, Windsor, VA, 23487",,23487
18450,Ryan's Steaks and Cakes,"202 East Washington Street, Suffolk, VA, 23434",$,23434
18451,Sakura express,"1202 North Main Street, Suffolk, VA, 23434",$,23434
18452,Moe's Southwest Grill (1217 North Main Street),"1217 North Main Street, Suffolk, VA, 23434",$,23434
18453,KFC (915 N. Main),"915 N. Main, Suffolk, VA, 23434",$,23434
18454,Market Fresh (1516 Holland Rd),"1516 HOLLAND RD, Suffolk, VA, 23434",$,23434
18455,McDonald's (1513 Holland Rd),"1513 Holland Rd, Suffolk, VA, 23434",$,23434
18456,Applebee's (Suffolk),"1206 North Main Street, Suffolk, VA, 23434",$$,23434
18457,Huddle House (2872 Pruden Boulevard),"2872 Pruden Blvd, Suffolk, VA, 23434",$,23434
18458,Subway (1024 Centerbrooke Ln Ste A),"1024 Centerbrooke Ln Ste A, Suffolk, VA, 23434",$,23434
18459,El Palenque Bar &amp; Grill,"242 Millwood Ave, Winchester, VA, 22601",$,22601
18460,Edible Arrangements (2142 South Pleasant Valley Road),"2142 South Pleasant Valley Road, Winchester, VA, 22601",$,22601
18461,MrBeast Burger (110 Merchant Street),"110 Merchant Street, Winchester, VA, 22603",$$,22603
18462,Thrilled Cheese (180 Crock Wells Mill Drive),"180 Crock Wells Mill Drive, WINCHESTER, VA, 22603-3943",,22603-3943
18463,Sbarro  (1850 Apple Blossom Dr),"1850 Apple Blossom Dr, Winchester, VA, 22601",$,22601
18464,Cicis (2059 S Pleasant Valley Rd Unit 8),"2059 S Pleasant Valley Rd, Winchester, VA, 22601",$,22601
18465,Moe's Southwest Grill (120 Merchant St),"120 Merchant St., Winchester, VA, 22603",$,22603
18466,Benny Meleto’s,"19 E Boscawen St, Winchester, VA, 22601",$$,22601
18467,sweetFrog (2029 S Pleasant Valley Rd),"2029 S Pleasant Valley Rd, Winchester, VA, 22601",$,22601
18468,Munchie Magic #77 - Sunoco,"1832 Berryville Pike, Winchester, VA, 22603",,22603
18469,Peru's Chicken Restaurant,"3050 Valley Ave Ste 101, Winchester, VA, 22601",$,22601
18470,Auntie Anne's (1850 Apple Blossom Drive),"1850 Apple Blossom Drive, Winchester, VA, 22601",$,22601
18471,Firehouse Subs (2088 S Pleasant Valley Rd),"2088 S Pleasant Valley Rd, Winchester, VA, 22601",$,22601
18472,"Firenza Pizza  (Winchester, VA)","2090 s pleasant valley rd, winchester, VA, 22601",$,22601
18473,Water Street kitchen,"2 south loudoun st, winchester, VA, 22601",$$,22601
18474,Wok Zone,"121 Kernstown Commons Blvd, Winchester, VA, 22602",$$,22602
18475,Chuck E. Cheese (145 E Tevis St),"145 E Tevis St, Winchester, VA, 22601",$,22601
18476,Boden Pho Bistro,"3035 Valley Avenue Ste 101-102, Winchester, VA, 22601",,22601
18477,Everest Restaurant,"419 Gateway Dr, Winchester, VA, 22603",$$,22603
18478,Carrabba's (231 Kernstown Commons Blvd),"231 Kernstown Commons Blvd, Winchester, VA, 22602",$$,22602
18479,China Wok,"2039 S Pleasant Valley Rd, Winchester, VA, 22601",$,22601
18480,Taste of India winchester,"1060 Millwood Pike, Winchester, VA, 22602",$,22602
18481,Handy Mart,"1016 Millwood Pike, Winchester, VA, 22602",,22602
18482,Perkins Restaurant &amp; Bakery (711 Millwood Ave.),"711 Millwood Ave., Winchester, VA, 22601",$$,22601
18483,Brewbakers Restaurant,"168 N Loudoun St, Winchester, VA, 22601",$,22601
18484,Alamo Drafthouse Cinema (Winchester),"181 Kernstown Commons Boulevard, Winchester, VA, 22602",$,22602
18485,Buffalo Wild Wings (5 Weems Ln),"5 Weems Ln, Winchester, VA, 22601",$$,22601
18486,Gringo Gordo ,"1200 Valley Avenue, Winchester, VA, 22601",,22601
18487,Riley's ChiCorkfish,"2765 Northwestern Turnpike, Winchester, VA, 22602",,22602
18488,Oak Stone Pizza LLC,"1000 Valley Ave, Winchester, VA, 22601",$,22601
18489,Santorini Grill,"108 S Buckmarsh St, Berryville, VA, 22611",,22611
18490,Donatos Pizza (110 Merchant Street),"110 Merchant Street, Winchester, VA, 22603",$,22603
18491,Aroma Deli,"201 E Boscawen St, Winchester, VA, 22601",$,22601
18492,I J Canns American Grille,"3111 Valley Ave, Winchester, VA, 22601",$$,22601
18493,IHOP (107 Front Royal Pike),"170 Front Royal Pike, Shawnee, VA, 22602",$,22602
18494,Golden Corral (120 Costello Dr),"120 Costello Dr, Winchester, VA, 22602",$,22602
18495,Denny's (1601 Martinsburg),"1601 Martinsburg, Winchester, VA, 22603",$$,22603
18496,KFC (1042 Berryville Avenue),"1042 Berryville Avenue, Winchester, VA, 22601",$,22601
18497,Chick-fil-A  (1850 Apple Blossom Dr),"1850 Apple Blossom Dr, Winchester, VA, 22601",$,22601
18498,Krispy Krunchy Chicken (1832 Berryville Pike),"1832 Berryville Pike, Winchester, VA, 22602",$,22602
18499,Cooper's Express (90 Reliance Rd.),"90 Reliance Rd., Middletown, VA, 22645",$$,22645
18500,Chicken Sammy's 113 (110 Merchant Street),"110 Merchant Street, Winchester, VA, 22603",$,22603
18501,HandyMart #1,"2150 South Loudoun Street, Winchester, VA, 22601",,22601
18502,Cosmic Wings - Winchester,"150 Crock Well's Mill Drive, Winchester, VA, 22603",$,22603
18503,We Want Wings (Winchester),"130 Featherbed Ln, Winchester, VA, 22601",$,22601
18504,It's Just Wings (200 Featherbed Ln.),"200 Featherbed Ln., Winchester, VA, 22601",$$,22601
18505,Tropical Island Coffee Cafe,"39 W Piccadilly St, Winchester, VA, 22601",,22601
18506,Bojangles (191 Gateway Drive),"191 Gateway Drive, Winchester, VA, 22603",$,22603
18507,Checkers (826 Berryville Ave.),"826 Berryville Ave., Winchester, VA, 22601",$$,22601
18508,Glory Days Grill (Winchester),"130 Featherbed Ln, Winchester, VA, 22601",,22601
18509,Island Delights Caribbean Restaurant,"805 N Loudoun St, Winchester, VA, 22601",$,22601
18510,Taqueria Guadalajara,"1181 Front Royal Pike, Winchester, VA, 22602",$,22602
18511,Burger King (2150 Valley Avenue),"2150 Valley Avenue, Winchester, VA, 22601",$,22601
18512,Jersey Mike Subs (1855 S Pleasant Valley Road),"1855 S Pleasant Valley Road, Winchester, VA, 22601",$,22601
18513,Dunkin' (1462 N Frederick Pike),"1462 N Frederick Pike, Winchester, VA, 22603",$,22603
18514,"Cafe Del Sol (Winchester, VA)","50 Featherbed Ln, Winchester, VA, 22601",$,22601
18515,Five Guys VA-0142 1365 Berryville Ave,"1365 Berryville Ave., Winchester, VA, 22601",$,22601
18516,Zaxbys (1810 S Loudoun St),"1810 S Loudoun St, Winchester, VA, 22601",$,22601
18517,Wendy's  (2185 Pleasant Valley),"2185 Pleasant Valley, Winchester, VA, 22601",$,22601
18518,McDonald's® (1801 PLEASANT VALLEY RD),"1801 PLEASANT VALLEY RD, WINCHESTER, VA, 22601",$,22601
18519,3.14 Pizza,"1153 Berryville Ave, Winchester, VA, 22601",$,22601
18520,Cracker Barrel Old Country Store (200 Front Royal Pike),"200 Front Royal Pike, Winchester, VA, 22602",$,22602
18521,China house II,"2584 Valley Ave, Winchester, VA, 22601",$,22601
18522,Red Robin Gourmet Burgers (110 merchant st),"110 Merchant St, Winchester, VA, 22603",$,22603
18523,IHOP (180 Crock Wells Mill Drive),"180 Crock Wells Mill Drive, Winchester, VA, 22603",$,22603
18524,Chili's (200 Featherbed Ln.),"200 Featherbed Ln., Winchester, VA, 22601",$$,22601
18525,Eastern's Chinese Restaurant,"2160 S Pleasant Valley Rd, Winchester, VA, 22601",$,22601
18526,Okinawa,"571 Adams Dr, Winchester, VA, 22601",,22601
18527,Fresco Kitchen,"6 S Loudoun St, Winchester, VA, 22601",$$,22601
18528,Fresh Set 113 (110 Merchant Street),"110 Merchant Street, Winchester, VA, 22603",$,22603
18529,The Burger Den (1601 Martinsburg),"1601 Martinsburg, Winchester, VA, 22603",$$,22603
18530,Umberto's Pizza &amp; Pasta,"170 Delco Plz Ste 4, Shawnee, VA, 22602",$,22602
18531,Chicken N' Biscuits by Cracker Barrel (200 Front Royal Pike),"200 Front Royal Pike, Winchester, VA, 22602",$$,22602
18532,7-Eleven (2035 NORTHWESTERN PIKE),"2035 NORTHWE, Winchester, VA, 22602",$,22602
18533,The Pancake Kitchen by Cracker Barrel (200 Front Royal Pike),"200 Front Royal Pike, Winchester, VA, 22602",$$,22602
18534,KFC (885 Fox Drive),"885 Fox Drive, Winchester, VA, 22603",$,22603
18535,Charleys Cheesesteaks - Apple Blossom Mall,"1850 Apple Blossom Dr, Winchester, VA, 22601",$,22601
18536,Ichiban Japanese Steak &amp; Seafood House,"2058 S Pleasant Valley Rd, Winchester, VA, 22601",,22601
18537,Outback Steakhouse (124 Kernstown Commons Boulevard),"124 Kernstown Commons Boulevard, Winchester, VA, 22602",$,22602
18538,Sakura #16,"235 Market Street, Winchester, VA, 22603",,22603
